Name	Formula	SMILES	Mass	Source	ID
4-METHYLPHENOL	C7H8O	Cc(c1)ccc(O)c1	108.057514876	MoNA	JP000021
3-METHYLPHENOL	C7H8O	Cc(c1)cc(O)cc1	108.057514876	MoNA	JP000020
2-METHYLPHENOL	C7H8O	Cc(c1)c(O)ccc1	108.057514876	MoNA	JP000019
cresol (meta-)	C7H8O	CC1=CC(=CC=C1)O	108.057514876	MoNA	FiehnLibVolatile0151
cresol (ortho-)	C7H8O	CC1=CC=CC=C1O	108.057514876	MoNA	FiehnLibVolatile0113
p-Cresol	C7H8O	CC1=CC=C(O)C=C1	108.057514878	HMDB	HMDB0001858
m-Cresol	C7H8O	CC1=CC(O)=CC=C1	108.057514878	HMDB	HMDB0002048
o-Cresol	C7H8O	CC1=CC=CC=C1O	108.057514878	HMDB	HMDB0002055
3-Aminophenol; LC-tDDA; CE40	C6H7NO	OC1=CC=CC(N)=C1	109.052763844	MoNA	MoNA019606
3-Aminophenol; LC-tDDA; CE30	C6H7NO	OC1=CC=CC(N)=C1	109.052763844	MoNA	MoNA019604
3-Aminophenol; LC-tDDA; CE20	C6H7NO	OC1=CC=CC(N)=C1	109.052763844	MoNA	MoNA019602
3-Aminophenol; LC-tDDA; CE10	C6H7NO	OC1=CC=CC(N)=C1	109.052763844	MoNA	MoNA019601
3-Aminophenol; AIF; CE30; MS2Dec	C6H7NO	OC1=CC=CC(N)=C1	109.052763844	MoNA	MoNA019083
3-Aminophenol; AIF; CE10; MS2Dec	C6H7NO	OC1=CC=CC(N)=C1	109.052763844	MoNA	MoNA019082
3-Aminophenol; AIF; CE0; MS2Dec	C6H7NO	OC1=CC=CC(N)=C1	109.052763844	MoNA	MoNA019081
3-Aminophenol; AIF; CE30; CorrDec	C6H7NO	OC1=CC=CC(N)=C1	109.052763844	MoNA	MoNA019080
3-Aminophenol; AIF; CE10; CorrDec	C6H7NO	OC1=CC=CC(N)=C1	109.052763844	MoNA	MoNA019079
3-Aminophenol; AIF; CE0; CorrDec	C6H7NO	OC1=CC=CC(N)=C1	109.052763844	MoNA	MoNA019077
2-Aminophenol; LC-tDDA; CE20	C6H7NO	OC=1C=CC=CC1N	109.052763844	MoNA	MoNA017696
2-Aminophenol; LC-tDDA; CE10	C6H7NO	OC=1C=CC=CC1N	109.052763844	MoNA	MoNA017695
2-Aminobenzenol	C6H7NO	Nc(c1)c(O)ccc1	109.052763844	MoNA	KO002276
PARA-AMINOPHENOL	C6H7NO	Nc(c1)ccc(O)c1	109.052763844	MoNA	JP011263
META-AMINOPHENOL	C6H7NO	Nc(c1)cc(O)cc1	109.052763844	MoNA	JP011262
ORTHO-AMINOPHENOL	C6H7NO	Nc(c1)c(O)ccc1	109.052763844	MoNA	JP010467
4-Aminophenol	C6H7NO	NC1=CC=C(O)C=C1	109.052763851	HMDB	HMDB0001169
3-Aminophenol	C6H7NO	NC1=CC(O)=CC=C1	109.052763851	HMDB	HMDB0245818
2-Aminophenol	C6H7NO	NC1=CC=CC=C1O	109.052763851	T3DB	T3D3599
Catechol	C6H6O2	OC1=CC=CC=C1O	110.036779432	MoNA	RIKENPlaSMA005511
o-Benzenediol	C6H6O2	C1=CC=C(C(=C1)O)O	110.036779432	MoNA	PT203943
1,4-DIHYDROXYBENZENE	C6H6O2	Oc(c1)ccc(O)c1	110.036779432	MoNA	JP011774
1,3-DIHYDROXYBENZENE	C6H6O2	Oc(c1)cc(O)cc1	110.036779432	MoNA	JP011773
1,2-BENZENEDIOL	C6H6O2	Oc(c1)c(O)ccc1	110.036779432	MoNA	JP005703
RESORCINOL	C6H6O2	Oc(c1)cc(O)cc1	110.036779432	MoNA	JP003647
Pyrocatechol	C6H6O2	OC1=C(O)C=CC=C1	110.036779436	HMDB	HMDB0000957
Hydroquinone	C6H6O2	OC1=CC=C(O)C=C1	110.036779436	HMDB	HMDB0002434
1,3-Benzenediol	C6H6O2	OC1=CC(O)=CC=C1	110.036779436	HMDB	HMDB0032037
3-Hydroxy-4-aminopyridine	C5H6N2O	OC1=CNC=CC1=N	110.048012824	HMDB	HMDB0060741
2_6-DIHYDROXYPYRIDINE	C5H5NO2	OC=1N=C(O)C=CC1	111.0320284	MoNA	MoNA023830
3,3-dihydroxypyridine	C5H5NO2	O=C1C=CNC=C1O	111.0320284	MoNA	FiehnLib000874
2,4-Dihydroxypyridine	C5H5NO2	OC1=CC(=O)NC=C1	111.032028405	HMDB	HMDB0245452
pyridine-3,4-diol	C5H5NO2	OC1=CNC=CC1=O	111.032028405	HMDB	HMDB0256965
2,3-Dihydroxypyridine	C5H5NO2	OC1=C(O)N=CC=C1	111.032028409	HMDB	HMDB0245397
CYTOSINE	C4H5N3O	N=C1C=CN=C(O)N1	111.04326178	MoNA	MoNA038560
cytosin	C4H5N3O	N=C1C=CN=C(O)N1	111.04326178	MoNA	FiehnLib000493
3-Hydroxy-2H-pyran-2-one	C5H4O3	OC1=CC=COC1=O	112.016043994	HMDB	HMDB0032994
URACIL	C4H4N2O2	OC1=NC=CC(O)=N1	112.027277368	MoNA	MoNA038110
Uracil; LC-tDDA; CE40	C4H4N2O2	OC1=NC=CC(O)=N1	112.027277368	MoNA	MoNA017680
Uracil; LC-tDDA; CE30	C4H4N2O2	OC1=NC=CC(O)=N1	112.027277368	MoNA	MoNA017679
Uracil; LC-tDDA; CE20	C4H4N2O2	OC1=NC=CC(O)=N1	112.027277368	MoNA	MoNA017678
Uracil; LC-tDDA; CE10	C4H4N2O2	OC1=NC=CC(O)=N1	112.027277368	MoNA	MoNA017677
Pyrod	C4H4N2O2	OC1=NC=CC(O)=N1	112.027277368	MoNA	FiehnLib000182
META-FLUOROPHENOL	C6H5FO	Oc(c1)cc(F)cc1	112.032443	MoNA	JP011779
4-FLUOROPHENOL	C6H5FO	Oc(c1)ccc(F)c1	112.032443	MoNA	JP011777
ORTHO-FLUOROPHENOL	C6H5FO	Oc(c1)c(F)ccc1	112.032443	MoNA	JP011768
6-Azauracil	C3H3N3O2	OC1=CN=NC(O)=N1	113.022526349	HMDB	HMDB0247036
1-Methylpyrrole-2,5-diol	C5H7NO2	CN1C(O)=CC=C1O	113.047678469	HMDB	HMDB0255337
Squaric acid	C4H2O4	OC1=C(O)C(=O)C1=O	113.995308544	HMDB	HMDB0258453
5-Fluro-2-pyrimidone	C4H3FN2O	FC1=CN=C(O)N=C1	114.022940936	MoNA	FiehnHILIC001701
Muscimol	C4H6N2O2	NCC1=CC(O)=NO1	114.042927446	HMDB	HMDB0254955
1-Hydroxypyrrole-2,5-diol	C4H5NO3	ON1C(O)=CC=C1O	115.026943025	HMDB	HMDB0255335
pyrazole triol	C3H4N2O3	OC1=C(O)C(=O)NN1	116.022191997	HMDB	HMDB0256948
2,4-Dihydroxythiazole	C3H3NO2S	OC1=CSC(=O)N1	116.988449515	HMDB	HMDB0245453
2-Hydroxybenzonitrile	C7H5NO	OC1=C(C=CC=C1)C#N	119.03711378	MoNA	LU028556
4-VINYL PHENOL	C8H8O	OC1=CC=C(C=C)C=C1	120.057514876	MoNA	MoNA037412
4-Vinylphenol	C8H8O	OC1=CC=C(C=C)C=C1	120.057514876	MoNA	FiehnHILIC001007
4-vinylphenol dimer	C8H8O	OC1=CC=C(C=C)C=C1	120.057514876	MoNA	FiehnLib000728
4-Hydroxystyrene	C8H8O	OC1=CC=C(C=C)C=C1	120.057514878	HMDB	HMDB0004072
p-Hydroxybenzaldehyde	C7H6O2	O=CC1=CC=C(O)C=C1	122.036779432	MoNA	PM015307
3-HYDROXYBENZALDEHYDE	C7H6O2	O=CC=1C=CC=C(O)C1	122.036779432	MoNA	MoNA037970
SALICYLALDEHYDE	C7H6O2	O=Cc(c1)c(O)ccc1	122.036779432	MoNA	JP008920
M-HYDROXYBENZALDEHYDE	C7H6O2	O=Cc(c1)cc(O)cc1	122.036779432	MoNA	JP008442
SALICYLIC ALDEHYDE	C7H6O2	O=Cc(c1)c(O)ccc1	122.036779432	MoNA	JP005646
4-Hydroxybenzaldehyde	C7H6O2	OC1=CC=C(C=O)C=C1	122.036779436	HMDB	HMDB0011718
2-Hydroxybenzaldehyde	C7H6O2	OC1=C(C=O)C=CC=C1	122.036779436	HMDB	HMDB0034170
Tropolone	C7H6O2	OC1=CC=CC=CC1=O	122.036779436	HMDB	HMDB0259299
M-ETHYLPHENOL	C8H10O	CCc(c1)cc(O)cc1	122.07316494	MoNA	JP009215
O-ETHYLPHENOL	C8H10O	CCc(c1)c(O)ccc1	122.07316494	MoNA	JP009214
P-ETHYLPHENOL	C8H10O	CCc(c1)ccc(O)c1	122.07316494	MoNA	JP008427
2,3-1DIMETHYLPHENOL	C8H10O	Cc(c1)c(C)c(O)cc1	122.07316494	MoNA	JP004034
PARA-ETHYLPHENOL	C8H10O	CCc(c1)ccc(O)c1	122.07316494	MoNA	JP004033
META-ETHYLPHENOL	C8H10O	CCc(c1)cc(O)cc1	122.07316494	MoNA	JP004032
ORTHO-ETHYLPHENOL	C8H10O	CCc(c1)c(O)ccc1	122.07316494	MoNA	JP004031
4-Ethylphenol	C8H10O	CCC1=CC=C(O)C=C1	122.073164942	HMDB	HMDB0029306
2,5-Dimethylphenol	C8H10O	CC1=CC(O)=C(C)C=C1	122.073164942	HMDB	HMDB0030540
2,3-Dimethylphenol	C8H10O	CC1=C(C)C(O)=CC=C1	122.073164942	HMDB	HMDB0032148
2,6-Dimethylphenol	C8H10O	CC1=CC=CC(C)=C1O	122.073164942	HMDB	HMDB0032150
3,4-Dimethylphenol	C8H10O	CC1=C(C)C=C(O)C=C1	122.073164942	HMDB	HMDB0032151
3-Ethylphenol	C8H10O	CCC1=CC(O)=CC=C1	122.073164942	HMDB	HMDB0059873
2,4-Dimethylphenol	C8H10O	CC1=CC=C(O)C(C)=C1	122.073164942	HMDB	HMDB0245456
3,5-Dimethylphenol	C8H10O	CC1=CC(O)=CC(C)=C1	122.073164942	HMDB	HMDB0246064
2-Ethylphenol	C8H10O	CCC1=CC=CC=C1O	122.073164942	HMDB	HMDB0302562
2-AMINO-4-METHYLPHENOL	C7H9NO	Cc(c1)cc(N)c(O)c1	123.068413908	MoNA	JP009406
4-(Methylamino)phenol	C7H9NO	CNC1=CC=C(O)C=C1	123.068413914	HMDB	HMDB0246311
4-Hydroxybenzylamine	C7H9NO	NCC1=CC=C(O)C=C1	123.068413915	HMDB	HMDB0032578
Orcinol	C7H8O2	Cc(c1)cc(O)cc(O)1	124.052429496	MoNA	KO001552
Salicylic alcohol	C7H8O2	OC=1C=CC=CC1CO	124.052429496	MoNA	FiehnHILIC002978
3-(Hydroxymethyl)phenol	C7H8O2	OC1=CC=CC(=C1)CO	124.052429496	MoNA	FiehnHILIC002494
PARA-METHOXYPHENOL	C7H8O2	COc(c1)ccc(O)c1	124.052429496	MoNA	JP011790
META-METHOXYPHENOL	C7H8O2	COc(c1)cc(O)cc1	124.052429496	MoNA	JP011789
ORTHO-METHOXYPHENOL	C7H8O2	COc(c1)c(O)ccc1	124.052429496	MoNA	JP011788
4-METHOXYPHENOL	C7H8O2	COc(c1)ccc(O)c1	124.052429496	MoNA	JP010825
3,5-DIHYDROXYTOLUENE	C7H8O2	Cc(c1)cc(O)cc(O)1	124.052429496	MoNA	JP010543
PARA-HYDROXYBENZYL ALCOHOL	C7H8O2	OCc(c1)ccc(O)c1	124.052429496	MoNA	JP008579
M-METHOXYPHENOL	C7H8O2	COc(c1)cc(O)cc1	124.052429496	MoNA	JP008435
P-METHOXYPHENOL	C7H8O2	COc(c1)ccc(O)c1	124.052429496	MoNA	JP008434
O-METHOXYPHENOL	C7H8O2	COc(c1)c(O)ccc1	124.052429496	MoNA	JP008433
2-METHYLHYDROQUINONE	C7H8O2	Oc(c1)cc(C)c(O)c1	124.052429496	MoNA	JP004058
5-METHYLRESORCINOL	C7H8O2	Cc(c1)cc(O)cc(O)1	124.052429496	MoNA	JP004057
3-METHYLPYROCATECHOL	C7H8O2	Cc(c1)c(O)c(O)cc1	124.052429496	MoNA	JP004056
Guaiacol	C7H8O2	COC1=C(O)C=CC=C1	124.052429498	HMDB	HMDB0001398
4-Methylcatechol	C7H8O2	CC1=CC(O)=C(O)C=C1	124.0524295	HMDB	HMDB0000873
4-Hydroxybenzyl alcohol	C7H8O2	OCC1=CC=C(O)C=C1	124.0524295	HMDB	HMDB0011724
Mequinol	C7H8O2	COC1=CC=C(O)C=C1	124.0524295	HMDB	HMDB0029696
2-Hydroxybenzyl alcohol	C7H8O2	OCC1=C(O)C=CC=C1	124.0524295	HMDB	HMDB0059709
3-Hydroxybenzyl alcohol	C7H8O2	OCC1=CC=CC(O)=C1	124.0524295	HMDB	HMDB0059712
3-Methylcatechol	C7H8O2	CC1=C(O)C(O)=CC=C1	124.0524295	HMDB	HMDB0301753
2,4-DIAMINOPHENOL	C6H8N2O	C1=CC(=C(C=C1N)N)O	124.063662876	MoNA	JP011642
Diaminopropane	C6H8N2O	NC1=CC(N)=C(O)C=C1	124.063662886	HMDB	HMDB0302347
3-Aminobenzene-1,2-diol	C6H7NO2	NC1=C(O)C(O)=CC=C1	125.047678469	HMDB	HMDB0245816
5-METHYLCYTOSINE	C5H7N3O	N=C1NC(O)=NC=C1C	125.058911844	MoNA	MoNA038547
5-Methylcytosine; AIF; CE30; MS2Dec	C5H7N3O	N=C1NC(O)=NC=C1C	125.058911844	MoNA	MoNA018459
5-Methylcytosine; AIF; CE10; MS2Dec	C5H7N3O	N=C1NC(O)=NC=C1C	125.058911844	MoNA	MoNA018458
5-Methylcytosine; AIF; CE0; MS2Dec	C5H7N3O	N=C1NC(O)=NC=C1C	125.058911844	MoNA	MoNA018457
5-Methylcytosine; AIF; CE30; CorrDec	C5H7N3O	N=C1NC(O)=NC=C1C	125.058911844	MoNA	MoNA018456
5-Methylcytosine; AIF; CE10; CorrDec	C5H7N3O	N=C1NC(O)=NC=C1C	125.058911844	MoNA	MoNA018455
N(4)-Methylcytosine	C5H7N3O	CNC1=CC=NC(O)=N1	125.058911857	HMDB	HMDB0247144
4-Hydroxy-6-Methylpyran-2-One	C6H6O3	O=C1OC(=CC(O)=C1)C	126.031694052	MoNA	VF-NPL-QEHF026613
Larixinic Acid	C6H6O3	O=C1C=COC(=C1O)C	126.031694052	MoNA	VF-NPL-QEHF003210
PYROGALLOL	C6H6O3	OC1=CC=CC(O)=C1O	126.031694052	MoNA	MoNA038198
3-HYDROXY-2-METHYL-4-PYRONE	C6H6O3	O=C1C=COC(=C1O)C	126.031694052	MoNA	MoNA037497
4-Hydroxy-6-methyl-2-pyrone	C6H6O3	O=C1OC(=CC(O)=C1)C	126.031694052	MoNA	FiehnHILIC002523
Phloroglucinol	C6H6O3	OC=1C=C(O)C=C(O)C1	126.031694052	MoNA	FiehnHILIC002253
Benzene-1,2,4-triol	C6H6O3	OC1=CC=C(O)C(O)=C1	126.031694052	MoNA	FiehnHILIC001088
1,2,4-benzenetriol	C6H6O3	OC1=CC=C(O)C(O)=C1	126.031694052	MoNA	FiehnLib000083
1,2,3-Trihydroxybenzene	C6H6O3	OC1=CC=CC(O)=C1O	126.031694058	HMDB	HMDB0013674
1,3,5-Trihydroxybenzene	C6H6O3	OC1=CC(O)=CC(O)=C1	126.031694058	HMDB	HMDB0013675
Maltol	C6H6O3	CC1=C(O)C(=O)C=CO1	126.031694058	HMDB	HMDB0030776
Isomaltol	C6H6O3	CC(=O)C1=C(O)C=CO1	126.031694058	HMDB	HMDB0303336
THYMINE	C5H6N2O2	OC1=NC=C(C(O)=N1)C	126.042927432	MoNA	MoNA038083
6-Methyluracil	C5H6N2O2	CC1=CC(O)=NC(O)=N1	126.042927446	HMDB	HMDB0247093
Hydroxyminaline	C5H5NO3	OC(=O)C1=CC(O)=CN1	127.026943031	HMDB	HMDB0034368
PARA-CHLOROPHENOL	C6H5ClO	Oc(c1)ccc(Cl)c1	128.00289246	MoNA	JP008336
ORTHO-CHLOROPHENOL	C6H5ClO	Oc(c1)c(Cl)ccc1	128.00289246	MoNA	JP008335
P-CHLOROPHENOL	C6H5ClO	Oc(c1)ccc(Cl)c1	128.00289246	MoNA	JP002904
O-CHLOROPHENOL	C6H5ClO	Oc(c1)c(Cl)ccc1	128.00289246	MoNA	JP002903
3-CHLOROPHENOL	C6H5ClO	Oc(c1)cc(Cl)cc1	128.00289246	MoNA	JP000023
2-Chlorophenol	C6H5ClO	OC1=CC=CC=C1Cl	128.002892489	HMDB	HMDB0245077
4-Chlorophenol	C6H5ClO	OC1=CC=C(Cl)C=C1	128.002892489	HMDB	HMDB0246398
2-Thiouracil	C4H4N2OS	OC1=NC(S)=NC=C1	128.004433931	HMDB	HMDB0245323
5-Hydroxy-2-furoic acid	C5H4O4	OC(=O)C1=CC=C(O)O1	128.010958616	HMDB	HMDB0059784
Pyrimidine-2,4,6-triol	C4H4N2O3	OC1=CC(=O)NC(=O)N1	128.022191997	HMDB	HMDB0245479
5-Hydroxyuracil	C4H4N2O3	OC1=CNC(=O)NC1=O	128.022192004	HMDB	HMDB0303045
Terbuthylazine-TP MT24 (LM1)	C3H4N4O2	NC1=NC(O)=NC(O)=N1	128.033425368	MoNA	EQ418658
Ammelide	C3H4N4O2	NC1=NC(O)=NC(O)=N1	128.033425385	HMDB	HMDB0248340
Cyanuric acid	C3H3N3O3	OC1=NC(O)=NC(O)=N1	129.017440977	HMDB	HMDB0041861
5-Fluorocytosine; AIF; CE30; MS2Dec	C4H4FN3O	FC1=CN=C(O)NC1=N	129.033839968	MoNA	MoNA018577
5-Fluorocytosine; AIF; CE10; MS2Dec	C4H4FN3O	FC1=CN=C(O)NC1=N	129.033839968	MoNA	MoNA018576
5-Fluorocytosine; AIF; CE0; MS2Dec	C4H4FN3O	FC1=CN=C(O)NC1=N	129.033839968	MoNA	MoNA018575
5-Fluorocytosine; AIF; CE30; CorrDec	C4H4FN3O	FC1=CN=C(O)NC1=N	129.033839968	MoNA	MoNA018574
5-Fluorocytosine; AIF; CE10; CorrDec	C4H4FN3O	FC1=CN=C(O)NC1=N	129.033839968	MoNA	MoNA018573
5-Fluorocytosine; AIF; CE0; CorrDec	C4H4FN3O	FC1=CN=C(O)NC1=N	129.033839968	MoNA	MoNA018572
5-Flurocytosine	C4H4FN3O	FC1=CN=C(O)NC1=N	129.033839968	MoNA	FiehnHILIC001700
Flucytosine	C4H4FN3O	OC1=NC=C(F)C(=N)N1	129.03383997	T3DB	T3D2983
1-Methylpyrrole-2,3,5-triol	C5H7NO3	CN1C(O)=CC(O)=C1O	129.042593089	HMDB	HMDB0255336
s-Triazol-3-ol, 5-nitro-	C2H2N4O3	OC1=NNC(=N1)N(=O)=O	130.01268994	HMDB	HMDB0257428
Fluorouracil	C4H3FN2O2	OC1=NC=C(F)C(O)=N1	130.017855555	T3DB	T3D4776
4,5-Dihydroxy-3-methyl-1H-imidazol-2-one	C4H6N2O3	CN1C(=O)NC(O)=C1O	130.037842061	HMDB	HMDB0257737
4-Thiazolol, 2-mercapto-	C3H3NOS2	OC1=CSC(=S)N1	132.965606069	HMDB	HMDB0246587
3-HYDROXYINDOLE	C8H7NO	OC1=CNC=2C=CC=CC12	133.052763844	MoNA	MoNA037405
4-Hydroxybenzylcyanide	C8H7NO	N#CCC1=CC=C(O)C=C1	133.052763844	MoNA	FiehnHILIC002525
4-hydroxybenzyl cyanide	C8H7NO	N#CCC1=CC=C(O)C=C1	133.052763844	MoNA	FiehnLib000237
1H-Indol-2-ol	C8H7NO	OC1=CC2=CC=CC=C2N1	133.052763849	HMDB	HMDB0244886
Indoxyl	C8H7NO	OC1=CNC2=CC=CC=C12	133.052763851	HMDB	HMDB0004094
4-Hydroxybenzeneacetonitrile	C8H7NO	OC1=CC=C(CC#N)C=C1	133.052763851	HMDB	HMDB0029757
5-Hydroxyindole	C8H7NO	OC1=CC2=C(NC=C2)C=C1	133.052763851	HMDB	HMDB0059805
Phenol-formaldehyde resin	C8H6O2	[CH]OC1=CC=CC([CH])=C1O	134.036779433	HMDB	HMDB0256408
1H-Indazol-3-ol	C7H6N2O	OC1=NNC2=CC=CC=C12	134.048012821	HMDB	HMDB0244883
O-ALLYLPHENOL	C9H10O	C=CCc(c1)c(O)ccc1	134.07316494	MoNA	JP009216
(Z)-4-(1-Propenyl)phenol	C9H10O	C\C=C/C1=CC=C(O)C=C1	134.073164942	HMDB	HMDB0030839
Chavicol	C9H10O	OC1=CC=C(CC=C)C=C1	134.073164942	HMDB	HMDB0034107
2-Benzoxazolinone	C7H5NO2	c1ccc2c(c1)nc(O)o2	135.0320284	MoNA	MoNA009998
4-Hydroxybenzotriazole	C6H5N3O	C1=CC2=NNN=C2C(=C1)O	135.04326178	MoNA	UF420154
N-(2-HYDROXYBENZYLIDENE)METHYLAMINE	C8H9NO	CN=Cc(c1)c(O)ccc1	135.068413908	MoNA	JP011193
2,6-Dihydroxy-3-cyanopyridine	C6H4N2O2	OC1=C(C=CC(=O)N1)C#N	136.027277377	HMDB	HMDB0245515
Hypoxanthine; LC-tDDA; CE40	C5H4N4O	OC1=NC=NC=2NC=NC12	136.038510748	MoNA	MoNA017658
Hypoxanthine; LC-tDDA; CE30	C5H4N4O	OC1=NC=NC=2NC=NC12	136.038510748	MoNA	MoNA017657
Hypoxanthine; LC-tDDA; CE20	C5H4N4O	OC1=NC=NC=2NC=NC12	136.038510748	MoNA	MoNA017656
Hypoxanthine; LC-tDDA; CE10	C5H4N4O	OC1=NC=NC=2NC=NC12	136.038510748	MoNA	MoNA017655
2-Hydroxypurine	C5H4N4O	OC1=NC=C2NC=NC2=N1	136.038510765	HMDB	HMDB0245165
Hypoxanthine	C5H4N4O	OC1=NC=NC2=C1NC=N2	136.03851077	HMDB	HMDB0000157
Allopurinol	C5H4N4O	OC1=NC=NC2=NNC=C12	136.03851077	T3DB	T3D3477
4-Hydroxyacetophenone	C8H8O2	CC(=O)C1=CC=C(O)C=C1	136.052429496	MoNA	LU021456
ORTHO-HYDROXYACETHOPHENONE	C8H8O2	CC(=O)c(c1)c(O)ccc1	136.052429496	MoNA	JP011797
1-(2-HYDROXYPHENYL)ETHANONE	C8H8O2	CC(=O)c(c1)c(O)ccc1	136.052429496	MoNA	JP011425
3-HYDROXYACETOPHENONE	C8H8O2	CC(=O)c(c1)cc(O)cc1	136.052429496	MoNA	JP009584
ORTHO-HYDROXYACETOPHENONE	C8H8O2	CC(=O)c(c1)c(O)ccc1	136.052429496	MoNA	JP008567
O-HYDROXYACETOPHENONE	C8H8O2	CC(=O)c(c1)c(O)ccc1	136.052429496	MoNA	JP006334
4'-HYDROXYACETOPHENONE	C8H8O2	CC(=O)c(c1)ccc(O)c1	136.052429496	MoNA	JP005724
3'-HYDROXYACETOPHENONE	C8H8O2	CC(=O)c(c1)cc(O)cc1	136.052429496	MoNA	JP005723
2-HYDROXYACETOPHENONE	C8H8O2	CC(=O)c(c1)c(O)ccc1	136.052429496	MoNA	JP005722
Oxonol	C8H8O2	O\C1=C\C=C/C=C\C=C/O1	136.052429498	HMDB	HMDB0256000
4-Hydroxyphenylacetaldehyde	C8H8O2	OC1=CC=C(CC=O)C=C1	136.0524295	HMDB	HMDB0003767
2'-Hydroxyacetophenone	C8H8O2	CC(=O)C1=CC=CC=C1O	136.0524295	HMDB	HMDB0032568
2-Hydroxy-4-methylbenzaldehyde	C8H8O2	CC1=CC(O)=C(C=O)C=C1	136.0524295	HMDB	HMDB0032603
4-Hydroxy-benzamidine	C7H8N2O	NC(=N)C1=CC=C(O)C=C1	136.063662886	HMDB	HMDB0246448
P-PROPYLPHENOL	C9H12O	CCCc(c1)ccc(O)c1	136.088815004	MoNA	JP009217
PARA-ISOPROPYLPHENOL	C9H12O	CC(C)c(c1)ccc(O)c1	136.088815004	MoNA	JP004039
ORTHO-ISOPROPYLPHENOL	C9H12O	CC(C)c(c1)c(O)ccc1	136.088815004	MoNA	JP004038
2,3,6-Trimethylphenol	C9H12O	CC1=C(C)C(O)=C(C)C=C1	136.088815006	HMDB	HMDB0029667
p-Isopropylphenol	C9H12O	CC(C)C1=CC=C(O)C=C1	136.088815006	HMDB	HMDB0031446
2-Isopropylphenol	C9H12O	CC(C)C1=CC=CC=C1O	136.088815006	HMDB	HMDB0032029
2,4,6-Trimethylphenol	C9H12O	CC1=CC(C)=C(O)C(C)=C1	136.088815006	HMDB	HMDB0032544
2-Propylphenol	C9H12O	CCCC1=CC=CC=C1O	136.088815006	HMDB	HMDB0032624
4-Propylphenol	C9H12O	CCCC1=CC=C(O)C=C1	136.088815006	HMDB	HMDB0032625
4-Ethyl-2-methylphenol	C9H12O	CCC1=CC=C(O)C(C)=C1	136.088815006	HMDB	HMDB0038984
